RegDt,ServerId,ChargerId,Length,MessageType,SequenceNumber,DataLength,AccessId_type,AccessId,RequireCurrent_type,RequireCurrent,RequireWatt_type,RequireWatt,ChargingTime_type,ChargingTime,StartDelay_type,StartDelay,UserConfirm_type,UserConfirm,ChargerNumber_type,ChargerNumber
2021-09-07 10:57:00,00,D88039EC686C,001A,05,B2,16,09,3519349504,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-07 16:54:00,00,D88039EC686C,001A,05,B2,16,09,2965766912,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-08 09:56:00,00,D88039EC686C,001A,05,68,16,09,2361983744,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-08 19:55:00,00,D88039EC686C,001A,05,B1,16,09,2647327488,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-08 21:06:00,00,D88039EC686C,001A,05,60,16,09,399246080,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-09 06:57:00,00,D88039EC686C,001A,05,F4,16,09,1238172416,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-09 10:53:00,00,D88039EC686C,001A,05,42,16,09,3217883904,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-09 18:28:00,00,D88039EC686C,001A,05,42,16,09,701432576,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-09 20:09:00,00,D88039EC686C,001A,05,D5,16,09,3603890944,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-10 15:42:00,00,D88039EC686C,001A,05,BE,16,09,3083993856,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-11 14:49:00,00,D88039EC686C,001A,05,DE,16,09,2815820544,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-11 17:00:00,00,D88039EC686C,001A,05,79,16,09,651625216,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
2021-09-12 22:35:00,00,D88039EC686C,001A,05,C8,16,09,568132352,18,00,20,20000.0,06,43200,07,0,26,00,33,0405
2021-09-14 17:13:00,00,D88039EC686C,001A,05,A9,16,09,1256391424,18,00,20,20000.0,06,43200,07,0,26,00,33,0405
2021-09-15 09:12:00,00,D88039EC686C,001A,05,97,16,09,1256588032,18,00,20,30000.0,06,43200,07,0,26,00,33,0405
